loading data...Twoway_Layer::random_fill(): limit = 0.141421 ni = 50 no = 50
Twoway_Layer::random_fill(): limit = 0.141421 ni = 50 no = 1
iter  ---- train ----  ---- test -----
  44  0.96080 0.00000  0.95375 0.32361
  45  0.95560 0.00000  0.95364 0.32362
  46  0.95886 0.00000  0.95370 0.32361
  47  0.95886 0.00000  0.95379 0.32361
  48  0.95761 0.00000  0.95364 0.32361
  49  0.95503 0.00000  0.95350 0.32361
  50  0.95849 0.00000  0.95364 0.32361
  51  0.95794 0.00000  0.95378 0.32361
  52  0.95885 0.00000  0.95382 0.32361
  53  0.95818 0.00000  0.95392 0.32360
  54  0.95773 0.00000  0.95393 0.32360
  55  0.96008 0.00000  0.95407 0.32360
  56  0.96026 0.00000  0.95426 0.32360
  57  0.95917 0.00000  0.95440 0.32359
  58  0.96190 0.00000  0.95459 0.32359
  59  0.96277 0.00000  0.95484 0.32358
  60  0.95904 0.00000  0.95490 0.32358
  61  0.96153 0.00000  0.95497 0.32358
  62  0.96055 0.00000  0.95498 0.32359
  63  0.95907 0.00000  0.95491 0.32359
  64  0.96099 0.00000  0.95491 0.32360
  65  0.95868 0.00000  0.95480 0.32360
  66  0.95994 0.00000  0.95500 0.32359
  67  0.95912 0.00000  0.95489 0.32359
  68  0.95710 0.00000  0.95471 0.32360
  69  0.95735 0.00000  0.95462 0.32360
  70  0.95720 0.00000  0.95456 0.32361
  71  0.96088 0.00000  0.95474 0.32361
  72  0.95980 0.00000  0.95485 0.32361
  73  0.96068 0.00000  0.95501 0.32361
  74  0.95574 0.00000  0.95474 0.32361
  75  0.95844 0.00000  0.95474 0.32362
  76  0.95679 0.00000  0.95460 0.32362
  77  0.95928 0.00000  0.95468 0.32362
  78  0.95851 0.00000  0.95473 0.32362
  79  0.95740 0.00000  0.95466 0.32363
  80  0.95698 0.00000  0.95460 0.32363
  81  0.96000 0.00000  0.95481 0.32363
  82  0.95538 0.00000  0.95453 0.32363
  83  0.95892 0.00000  0.95461 0.32363
  84  0.95774 0.00000  0.95460 0.32363
  85  0.96105 0.00000  0.95486 0.32363
  86  0.95929 0.00000  0.95490 0.32363
  87  0.95803 0.00000  0.95499 0.32364
  88  0.95768 0.00000  0.95487 0.32364
  89  0.95808 0.00000  0.95483 0.32363
  90  0.96201 0.00000  0.95509 0.32364
  91  0.95785 0.00000  0.95506 0.32364
  92  0.96399 0.00000  0.95550 0.32364
  93  0.95911 0.00000  0.95544 0.32364
  94  0.95856 0.00000  0.95528 0.32364
  95  0.95764 0.00000  0.95515 0.32364
  96  0.96076 0.00000  0.95530 0.32364
  97  0.96177 0.00000  0.95541 0.32364
  98  0.96063 0.00000  0.95543 0.32364
  99  0.96034 0.00000  0.95552 0.32364
 100  0.95892 0.00000  0.95544 0.32364
 101  0.95958 0.00000  0.95547 0.32364
 102  0.95653 0.00000  0.95531 0.32364
 103  0.95826 0.00000  0.95522 0.32365
 104  0.95816 0.00000  0.95517 0.32365
 105  0.96360 0.00000  0.95547 0.32364
 106  0.95695 0.00000  0.95525 0.32364
 107  0.96154 0.00000  0.95558 0.32364
 108  0.95926 0.00000  0.95548 0.32365
 109  0.95469 0.00000  0.95514 0.32364
 110  0.95822 0.00000  0.95518 0.32365
 111  0.96158 0.00000  0.95533 0.32364
 112  0.96063 0.00000  0.95546 0.32365
 113  0.95739 0.00000  0.95531 0.32365
 114  0.96062 0.00000  0.95546 0.32365
 115  0.95998 0.00000  0.95551 0.32365
 116  0.96248 0.00000  0.95576 0.32365
 117  0.95826 0.00000  0.95556 0.32364
 118  0.96030 0.00000  0.95560 0.32364
 119  0.96025 0.00000  0.95568 0.32364
 120  0.95669 0.00000  0.95551 0.32365
 121  0.95939 0.00000  0.95538 0.32364
 122  0.96080 0.00000  0.95551 0.32365
 123  0.96186 0.00000  0.95579 0.32364
 124  0.96238 0.00000  0.95591 0.32364
 125  0.96416 0.00000  0.95617 0.32364
 126  0.96002 0.00000  0.95614 0.32364
 127  0.96227 0.00000  0.95625 0.32364
 128  0.96323 0.00000  0.95640 0.32365
 129  0.95960 0.00000  0.95627 0.32364
 130  0.96157 0.00000  0.95624 0.32365
 131  0.95863 0.00000  0.95604 0.32364
 132  0.96017 0.00000  0.95603 0.32364
 133  0.96300 0.00000  0.95625 0.32364
 134  0.96000 0.00000  0.95609 0.32364
 135  0.95890 0.00000  0.95596 0.32364
 136  0.95980 0.00000  0.95592 0.32364
 137  0.95810 0.00000  0.95573 0.32364
 138  0.96013 0.00000  0.95579 0.32364
 139  0.95948 0.00000  0.95578 0.32365
 140  0.95714 0.00000  0.95561 0.32365
 141  0.96289 0.00000  0.95585 0.32365
 142  0.95633 0.00000  0.95557 0.32365
 143  0.96171 0.00000  0.95576 0.32365
 144  0.96038 0.00000  0.95582 0.32365
 145  0.95879 0.00000  0.95576 0.32364
 146  0.95859 0.00000  0.95577 0.32364
 147  0.95838 0.00000  0.95570 0.32364
 148  0.96134 0.00000  0.95583 0.32364
 149  0.95956 0.00000  0.95579 0.32364
 150  0.96121 0.00000  0.95592 0.32363
 151  0.95851 0.00000  0.95584 0.32363
 152  0.96326 0.00000  0.95615 0.32364
 153  0.95939 0.00000  0.95606 0.32364
 154  0.95738 0.00000  0.95588 0.32364
 155  0.96034 0.00000  0.95591 0.32364
 156  0.95979 0.00000  0.95593 0.32363
 157  0.96064 0.00000  0.95601 0.32363
 158  0.95773 0.00000  0.95584 0.32363
 159  0.95955 0.00000  0.95583 0.32363
 160  0.95906 0.00000  0.95573 0.32363
 161  0.96095 0.00000  0.95581 0.32363
 162  0.95801 0.00000  0.95570 0.32363
 163  0.95952 0.00000  0.95572 0.32364
 164  0.95768 0.00000  0.95563 0.32364
 165  0.95931 0.00000  0.95555 0.32364
 166  0.95816 0.00000  0.95549 0.32364
 167  0.95772 0.00000  0.95541 0.32364
 168  0.95898 0.00000  0.95547 0.32363
 169  0.96024 0.00000  0.95550 0.32363
 170  0.95868 0.00000  0.95554 0.32363
 171  0.96130 0.00000  0.95579 0.32363
 172  0.95751 0.00000  0.95551 0.32363
 173  0.96068 0.00000  0.95563 0.32363
 174  0.96084 0.00000  0.95574 0.32363
 175  0.96133 0.00000  0.95589 0.32363
 176  0.96102 0.00000  0.95595 0.32363
 177  0.96069 0.00000  0.95601 0.32363
 178  0.96026 0.00000  0.95605 0.32363
 179  0.96227 0.00000  0.95621 0.32363
 180  0.96089 0.00000  0.95625 0.32364
 181  0.96142 0.00000  0.95641 0.32363
 182  0.96304 0.00000  0.95655 0.32363
 183  0.96042 0.00000  0.95646 0.32363
 184  0.96145 0.00000  0.95641 0.32363
 185  0.96282 0.00000  0.95650 0.32363
 186  0.95831 0.00000  0.95621 0.32363
 187  0.96265 0.00000  0.95637 0.32363
 188  0.96100 0.00000  0.95646 0.32363
 189  0.96273 0.00000  0.95657 0.32363
 190  0.96558 0.00000  0.95690 0.32363
 191  0.95582 0.00000  0.95638 0.32363
 192  0.96057 0.00000  0.95635 0.32363
 193  0.96225 0.00000  0.95650 0.32363
 194  0.95953 0.00000  0.95634 0.32363
 195  0.96080 0.00000  0.95630 0.32363
 196  0.96233 0.00000  0.95635 0.32363
 197  0.95870 0.00000  0.95619 0.32363
 198  0.96177 0.00000  0.95630 0.32363
 199  0.95821 0.00000  0.95612 0.32364
 200  0.96188 0.00000  0.95637 0.32363
 201  0.96214 0.00000  0.95634 0.32364
 202  0.96271 0.00000  0.95644 0.32364
 203  0.96302 0.00000  0.95661 0.32364
 204  0.96130 0.00000  0.95653 0.32364
 205  0.95429 0.00000  0.95603 0.32364
 206  0.95974 0.00000  0.95603 0.32364
 207  0.96051 0.00000  0.95609 0.32364
 208  0.95623 0.00000  0.95578 0.32364
 209  0.96081 0.00000  0.95586 0.32364
 210  0.96288 0.00000  0.95615 0.32364
 211  0.96310 0.00000  0.95636 0.32364
 212  0.96432 0.00000  0.95661 0.32364
 213  0.96218 0.00000  0.95662 0.32364
 214  0.95685 0.00000  0.95621 0.32364
 215  0.95958 0.00000  0.95614 0.32364
 216  0.96011 0.00000  0.95608 0.32364
 217  0.95946 0.00000  0.95601 0.32364
 218  0.96132 0.00000  0.95612 0.32364
 219  0.95867 0.00000  0.95595 0.32364
 220  0.95896 0.00000  0.95589 0.32364
 221  0.95880 0.00000  0.95587 0.32364
 222  0.95814 0.00000  0.95581 0.32364
 223  0.95750 0.00000  0.95571 0.32363
 224  0.96086 0.00000  0.95579 0.32363
 225  0.95904 0.00000  0.95577 0.32364
 226  0.95835 0.00000  0.95570 0.32364
 227  0.96181 0.00000  0.95581 0.32363
 228  0.96047 0.00000  0.95591 0.32363
 229  0.96167 0.00000  0.95607 0.32363
 230  0.95865 0.00000  0.95595 0.32363
 231  0.95599 0.00000  0.95565 0.32363
 232  0.95959 0.00000  0.95575 0.32363
 233  0.95962 0.00000  0.95581 0.32363
 234  0.95768 0.00000  0.95567 0.32363
 235  0.95833 0.00000  0.95557 0.32362
 236  0.95918 0.00000  0.95560 0.32362
 237  0.96527 0.00000  0.95608 0.32362
 238  0.95865 0.00000  0.95603 0.32362
 239  0.96218 0.00000  0.95619 0.32362
 240  0.95818 0.00000  0.95609 0.32362
 241  0.96113 0.00000  0.95615 0.32362
 242  0.96131 0.00000  0.95622 0.32362
 243  0.96143 0.00000  0.95632 0.32362
 244  0.95973 0.00000  0.95623 0.32362
 245  0.96405 0.00000  0.95653 0.32362
 246  0.96144 0.00000  0.95649 0.32362
 247  0.95967 0.00000  0.95633 0.32362
 248  0.96256 0.00000  0.95641 0.32362
 249  0.95745 0.00000  0.95619 0.32362
 250  0.95899 0.00000  0.95606 0.32362
 251  0.95989 0.00000  0.95617 0.32362
 252  0.95953 0.00000  0.95611 0.32362
 253  0.95868 0.00000  0.95595 0.32362
 254  0.95934 0.00000  0.95600 0.32362
 255  0.95947 0.00000  0.95595 0.32362
 256  0.95973 0.00000  0.95583 0.32362
 257  0.96170 0.00000  0.95600 0.32362
 258  0.95862 0.00000  0.95592 0.32362
 259  0.96050 0.00000  0.95602 0.32362
 260  0.96169 0.00000  0.95612 0.32362
 261  0.95904 0.00000  0.95604 0.32362
 262  0.96077 0.00000  0.95609 0.32362
 263  0.96046 0.00000  0.95616 0.32362
 264  0.95960 0.00000  0.95610 0.32362
 265  0.96126 0.00000  0.95620 0.32362
 266  0.95854 0.00000  0.95601 0.32362
 267  0.96206 0.00000  0.95615 0.32362
 268  0.96157 0.00000  0.95625 0.32362
 269  0.96154 0.00000  0.95635 0.32362
 270  0.95947 0.00000  0.95626 0.32362
 271  0.95983 0.00000  0.95620 0.32362
 272  0.95895 0.00000  0.95605 0.32362
 273  0.95850 0.00000  0.95598 0.32362
 274  0.95796 0.00000  0.95597 0.32362
 275  0.96439 0.00000  0.95606 0.32362
 276  0.95949 0.00000  0.95604 0.32362
 277  0.96035 0.00000  0.95603 0.32362
 278  0.96144 0.00000  0.95614 0.32362
 279  0.95864 0.00000  0.95591 0.32362
 280  0.96119 0.00000  0.95604 0.32362
 281  0.95978 0.00000  0.95602 0.32362
 282  0.96146 0.00000  0.95611 0.32362
 283  0.96110 0.00000  0.95617 0.32362
 284  0.95780 0.00000  0.95601 0.32362
 285  0.95932 0.00000  0.95602 0.32362
 286  0.95939 0.00000  0.95600 0.32362
 287  0.96190 0.00000  0.95612 0.32362
 288  0.96099 0.00000  0.95621 0.32362
 289  0.96048 0.00000  0.95615 0.32362
 290  0.95870 0.00000  0.95604 0.32362
 291  0.95675 0.00000  0.95579 0.32362
 292  0.96136 0.00000  0.95594 0.32362
 293  0.96011 0.00000  0.95599 0.32362
 294  0.96362 0.00000  0.95624 0.32362
 295  0.96093 0.00000  0.95626 0.32362
 296  0.96020 0.00000  0.95627 0.32362
 297  0.96470 0.00000  0.95672 0.32362
 298  0.96359 0.00000  0.95673 0.32362
 299  0.95869 0.00000  0.95640 0.32362
 300  0.96241 0.00000  0.95654 0.32362
 301  0.96101 0.00000  0.95652 0.32362
 302  0.95965 0.00000  0.95648 0.32362
 303  0.95867 0.00000  0.95622 0.32362
 304  0.95692 0.00000  0.95593 0.32362
 305  0.95669 0.00000  0.95574 0.32362
 306  0.95990 0.00000  0.95580 0.32362
 307  0.95742 0.00000  0.95562 0.32362
 308  0.95855 0.00000  0.95564 0.32362
 309  0.95655 0.00000  0.95550 0.32362
 310  0.96018 0.00000  0.95561 0.32362
 311  0.95966 0.00000  0.95564 0.32362
 312  0.95746 0.00000  0.95560 0.32362
 313  0.96046 0.00000  0.95568 0.32362
 314  0.95804 0.00000  0.95564 0.32362
 315  0.95813 0.00000  0.95560 0.32362
 316  0.95818 0.00000  0.95547 0.32362
 317  0.95724 0.00000  0.95538 0.32362
 318  0.95828 0.00000  0.95543 0.32362
 319  0.95893 0.00000  0.95550 0.32362
 320  0.95823 0.00000  0.95549 0.32362
 321  0.96213 0.00000  0.95577 0.32362
 322  0.96034 0.00000  0.95585 0.32362
 323  0.96255 0.00000  0.95609 0.32362
 324  0.95981 0.00000  0.95610 0.32362
 325  0.96223 0.00000  0.95629 0.32362
 326  0.96312 0.00000  0.95640 0.32362
 327  0.95839 0.00000  0.95624 0.32362
 328  0.96004 0.00000  0.95617 0.32362
 329  0.96005 0.00000  0.95610 0.32362
 330  0.95751 0.00000  0.95586 0.32362
 331  0.95983 0.00000  0.95590 0.32362
 332  0.95866 0.00000  0.95577 0.32362
 333  0.95766 0.00000  0.95562 0.32362
 334  0.96014 0.00000  0.95570 0.32362
 335  0.95653 0.00000  0.95553 0.32362
 336  0.96122 0.00000  0.95566 0.32362
 337  0.96138 0.00000  0.95581 0.32361
 338  0.95984 0.00000  0.95587 0.32361
 339  0.96158 0.00000  0.95603 0.32361
 340  0.95936 0.00000  0.95603 0.32361
 341  0.95867 0.00000  0.95593 0.32361
 342  0.96008 0.00000  0.95596 0.32362
 343  0.96155 0.00000  0.95612 0.32361
 344  0.96223 0.00000  0.95635 0.32361
 345  0.96213 0.00000  0.95633 0.32361
 346  0.95923 0.00000  0.95624 0.32361
 347  0.95964 0.00000  0.95616 0.32361
 348  0.96144 0.00000  0.95638 0.32361
 349  0.96112 0.00000  0.95629 0.32361
 350  0.96280 0.00000  0.95642 0.32361
 351  0.95841 0.00000  0.95624 0.32361
 352  0.96097 0.00000  0.95628 0.32361
 353  0.96005 0.00000  0.95630 0.32361
 354  0.96373 0.00000  0.95659 0.32361
 355  0.95936 0.00000  0.95636 0.32361
 356  0.96359 0.00000  0.95659 0.32361
 357  0.95979 0.00000  0.95640 0.32361
 358  0.96442 0.00000  0.95661 0.32361
 359  0.96252 0.00000  0.95673 0.32361
 360  0.95957 0.00000  0.95654 0.32361
 361  0.96179 0.00000  0.95657 0.32362
 362  0.96093 0.00000  0.95657 0.32362
 363  0.96143 0.00000  0.95663 0.32361
 364  0.96133 0.00000  0.95649 0.32361
 365  0.95930 0.00000  0.95630 0.32361
 366  0.95952 0.00000  0.95630 0.32361
 367  0.96278 0.00000  0.95649 0.32361
 368  0.95956 0.00000  0.95626 0.32361
 369  0.96016 0.00000  0.95628 0.32361
 370  0.96086 0.00000  0.95621 0.32362
 371  0.95956 0.00000  0.95610 0.32361
 372  0.96116 0.00000  0.95618 0.32361
 373  0.95732 0.00000  0.95594 0.32362
 374  0.96135 0.00000  0.95621 0.32361
 375  0.96039 0.00000  0.95607 0.32361
 376  0.96134 0.00000  0.95613 0.32362
 377  0.95853 0.00000  0.95602 0.32362
 378  0.96056 0.00000  0.95615 0.32362
 379  0.95985 0.00000  0.95606 0.32362
 380  0.96057 0.00000  0.95614 0.32362
 381  0.95925 0.00000  0.95601 0.32362
 382  0.95794 0.00000  0.95597 0.32362
 383  0.95601 0.00000  0.95566 0.32362
 384  0.96183 0.00000  0.95583 0.32362
 385  0.96598 0.00000  0.95637 0.32362
 386  0.96160 0.00000  0.95649 0.32362
 387  0.96210 0.00000  0.95663 0.32362
 388  0.95734 0.00000  0.95622 0.32362
 389  0.96139 0.00000  0.95619 0.32362
 390  0.95895 0.00000  0.95615 0.32362
 391  0.96228 0.00000  0.95629 0.32362
 392  0.96128 0.00000  0.95624 0.32362
 393  0.95870 0.00000  0.95611 0.32362
 394  0.96171 0.00000  0.95618 0.32363
 395  0.95720 0.00000  0.95594 0.32363
 396  0.96135 0.00000  0.95607 0.32363
 397  0.95827 0.00000  0.95592 0.32362
 398  0.96226 0.00000  0.95610 0.32362
 399  0.96096 0.00000  0.95617 0.32362
 400  0.96018 0.00000  0.95614 0.32363
 401  0.95726 0.00000  0.95584 0.32363
 402  0.95681 0.00000  0.95559 0.32363
 403  0.96132 0.00000  0.95576 0.32363
 404  0.95851 0.00000  0.95569 0.32363
 405  0.95885 0.00000  0.95567 0.32363
 406  0.96043 0.00000  0.95573 0.32363
 407  0.96387 0.00000  0.95611 0.32362
 408  0.96063 0.00000  0.95616 0.32363
 409  0.96103 0.00000  0.95618 0.32362
 410  0.96426 0.00000  0.95645 0.32362
 411  0.96083 0.00000  0.95655 0.32362
 412  0.96246 0.00000  0.95659 0.32362
 413  0.95978 0.00000  0.95652 0.32362
 414  0.95999 0.00000  0.95639 0.32363
 415  0.96036 0.00000  0.95630 0.32363
 416  0.96236 0.00000  0.95651 0.32363
 417  0.96080 0.00000  0.95637 0.32363
 418  0.95972 0.00000  0.95632 0.32363
 419  0.95974 0.00000  0.95622 0.32363
 420  0.96157 0.00000  0.95628 0.32363
 421  0.95946 0.00000  0.95624 0.32363
 422  0.96051 0.00000  0.95619 0.32363
 423  0.95960 0.00000  0.95615 0.32363
 424  0.96143 0.00000  0.95620 0.32362
 425  0.96223 0.00000  0.95639 0.32362
 426  0.96058 0.00000  0.95642 0.32362
 427  0.96148 0.00000  0.95642 0.32362
 428  0.96307 0.00000  0.95657 0.32362
 429  0.96044 0.00000  0.95646 0.32362
 430  0.95841 0.00000  0.95625 0.32363
 431  0.96204 0.00000  0.95645 0.32363
 432  0.95818 0.00000  0.95620 0.32363
 433  0.95878 0.00000  0.95600 0.32363
 434  0.95867 0.00000  0.95590 0.32363
 435  0.95758 0.00000  0.95573 0.32362
 436  0.96462 0.00000  0.95614 0.32363
 437  0.96018 0.00000  0.95616 0.32363
 438  0.96220 0.00000  0.95627 0.32363
 439  0.96040 0.00000  0.95631 0.32363
 440  0.96077 0.00000  0.95636 0.32362
 441  0.95899 0.00000  0.95624 0.32363
 442  0.96064 0.00000  0.95630 0.32362
 443  0.96068 0.00000  0.95631 0.32362
 444  0.95864 0.00000  0.95614 0.32362
 445  0.95792 0.00000  0.95595 0.32362
 446  0.95790 0.00000  0.95581 0.32363
 447  0.96169 0.00000  0.95607 0.32363
 448  0.96017 0.00000  0.95612 0.32363
 449  0.95968 0.00000  0.95609 0.32363
 450  0.96253 0.00000  0.95625 0.32363
 451  0.95896 0.00000  0.95619 0.32362
 452  0.96277 0.00000  0.95637 0.32363
 453  0.96116 0.00000  0.95641 0.32363
 454  0.95832 0.00000  0.95616 0.32363
 455  0.95994 0.00000  0.95616 0.32363
 456  0.96195 0.00000  0.95626 0.32363
 457  0.96208 0.00000  0.95640 0.32363
 458  0.95666 0.00000  0.95596 0.32363
 459  0.95988 0.00000  0.95597 0.32362
 460  0.96262 0.00000  0.95625 0.32363
 461  0.95974 0.00000  0.95612 0.32363
 462  0.96161 0.00000  0.95630 0.32363
 463  0.95953 0.00000  0.95624 0.32363
 464  0.95812 0.00000  0.95624 0.32363
 465  0.95840 0.00000  0.95585 0.32363
 466  0.95918 0.00000  0.95586 0.32363
 467  0.96152 0.00000  0.95604 0.32363
 468  0.95862 0.00000  0.95597 0.32363
 469  0.95865 0.00000  0.95587 0.32363
 470  0.96500 0.00000  0.95631 0.32363
 471  0.96006 0.00000  0.95618 0.32363
 472  0.96407 0.00000  0.95647 0.32363
 473  0.96011 0.00000  0.95638 0.32363
 474  0.96142 0.00000  0.95640 0.32363
 475  0.96289 0.00000  0.95661 0.32363
 476  0.96228 0.00000  0.95660 0.32363
 477  0.95915 0.00000  0.95647 0.32363
 478  0.96169 0.00000  0.95664 0.32363
 479  0.96058 0.00000  0.95648 0.32363
 480  0.96393 0.00000  0.95666 0.32363
 481  0.96316 0.00000  0.95674 0.32363
 482  0.96136 0.00000  0.95668 0.32363
 483  0.96278 0.00000  0.95672 0.32363
 484  0.96009 0.00000  0.95651 0.32363
 485  0.96177 0.00000  0.95652 0.32363
 486  0.96066 0.00000  0.95647 0.32363
 487  0.96118 0.00000  0.95642 0.32363
 488  0.96320 0.00000  0.95657 0.32363
 489  0.96242 0.00000  0.95666 0.32363
 490  0.95944 0.00000  0.95646 0.32363
 491  0.96108 0.00000  0.95643 0.32363
 492  0.96118 0.00000  0.95662 0.32363
 493  0.96175 0.00000  0.95655 0.32363
 494  0.96199 0.00000  0.95655 0.32363
 495  0.96169 0.00000  0.95661 0.32363
 496  0.95995 0.00000  0.95655 0.32363
 497  0.96036 0.00000  0.95643 0.32363
 498  0.95883 0.00000  0.95623 0.32363
 499  0.95911 0.00000  0.95610 0.32363
chose model 157 M_auc_158
chose model 160 M_auc_161
chose model 62 M_auc_63
chose model 122 M_auc_123
chose model 17 M_auc_18
chose model 189 M_auc_190
chose model 148 M_auc_149
chose model 241 M_auc_242
chose model 118 M_auc_119
chose model 119 M_auc_120
processing 4000 predictions...

0%   10   20   30   40   50   60   70   80   90   100%
|----|----|----|----|----|----|----|----|----|----|
***************************************************
 done.
elapsed: [2663.03s cpu, 2471791.7420 mticks, 924.82s wall]
score: 0.3432  baseline: 0.3384  diff: 0.00472
category UNKNOWN: count 0 avg error 0 baseline avg error 0 avg improvement 0
category AUTO: count 936 avg error 0.0968773 baseline avg error 0.0970217 avg improvement 0.000144444
category POSS: count 2576 avg error 0.34774 baseline avg error 0.342472 avg improvement -0.00526814
category IMP: count 488 avg error 0.791435 baseline avg error 0.780242 avg improvement -0.0111923
overall: count 4000 avg error 0.343169 baseline avg error 0.338444 avg improvement -0.00472435
worst entries: 
0: 2338  label: -1 pred: 0.0547051 bl: -0.01845 POSS error_pred: 0.580227 error_bl: 0.205835 improvement: -0.374392
    min: -0.2525  max: 0.687 avg: 0.254482
explanation: 
no explanation

1: 49  label: -1 pred: 0.00162987 bl: -0.0885 POSS error_pred: 0.465154 error_bl: 0.131821 improvement: -0.333333
    min: -0.292  max: 0.693 avg: 0.189572
explanation: 
no explanation

2: 2678  label: -1 pred: 0.035889 bl: 0.03675 POSS error_pred: 0.547272 error_bl: 0.272285 improvement: -0.274986
    min: -0.3435  max: 0.708 avg: 0.22556
explanation: 
no explanation

3: 2906  label: 1 pred: -0.136325 bl: 0.2012 POSS error_pred: 0.541182 error_bl: 0.269428 improvement: -0.271754
    min: -0.675  max: 0.5125 avg: 0.001948
explanation: 
no explanation

4: 1355  label: -1 pred: 0.100933 bl: 0.12645 POSS error_pred: 0.668287 error_bl: 0.405186 improvement: -0.263101
    min: -0.013  max: 0.6475 avg: 0.31015
explanation: 
no explanation

5: 3834  label: -1 pred: 0.10874 bl: 0.138 POSS error_pred: 0.677472 error_bl: 0.417072 improvement: -0.2604
    min: -0.01  max: 0.622 avg: 0.318028
explanation: 
no explanation

6: 3516  label: -1 pred: 0.169336 bl: 0.2101 IMP error_pred: 0.78336 error_bl: 0.537547 improvement: -0.245813
    min: 0.084  max: 0.8995 avg: 0.396764
explanation: 
no explanation

7: 3318  label: -1 pred: 0.0505954 bl: 0.07065 POSS error_pred: 0.573204 error_bl: 0.332253 improvement: -0.240951
    min: -0.149  max: 0.658 avg: 0.240188
explanation: 
no explanation

8: 3851  label: -1 pred: 0.0270214 bl: 0.0463 POSS error_pred: 0.526742 error_bl: 0.290924 improvement: -0.235818
    min: -0.4235  max: 0.8475 avg: 0.207722
explanation: 
no explanation

9: 1245  label: -1 pred: 0.0540548 bl: 0.0844 POSS error_pred: 0.580227 error_bl: 0.350621 improvement: -0.229606
    min: -0.0545  max: 0.621 avg: 0.244496
explanation: 
no explanation

10: 2734  label: 1 pred: -0.330834 bl: -0.081 POSS error_pred: 0.864123 error_bl: 0.64402 improvement: -0.220102
    min: -0.652  max: 0.154 avg: -0.262438
explanation: 
no explanation

11: 2986  label: 1 pred: -0.298159 bl: -0.05865 POSS error_pred: 0.825035 error_bl: 0.60819 improvement: -0.216845
    min: -0.742  max: 0.1985 avg: -0.215276
explanation: 
no explanation

12: 23  label: 1 pred: -0.29152 bl: -0.0515 POSS error_pred: 0.815263 error_bl: 0.599349 improvement: -0.215914
    min: -0.5165  max: 0.1415 avg: -0.205348
explanation: 
no explanation

13: 3601  label: -1 pred: 0.090815 bl: 0.1541 POSS error_pred: 0.650999 error_bl: 0.441383 improvement: -0.209616
    min: -0.018  max: 0.682 avg: 0.295532
explanation: 
no explanation

14: 1304  label: 1 pred: -0.14187 bl: 0.13935 POSS error_pred: 0.553281 error_bl: 0.345277 improvement: -0.208004
    min: -0.6195  max: 0.4675 avg: -0.00458
explanation: 
no explanation

15: 1309  label: -1 pred: 0.0277623 bl: 0.06745 POSS error_pred: 0.527823 error_bl: 0.32523 improvement: -0.202593
    min: -0.403  max: 0.746 avg: 0.214756
explanation: 
no explanation

16: 1792  label: 1 pred: -0.074015 bl: 0.2307 POSS error_pred: 0.438343 error_bl: 0.238716 improvement: -0.199628
    min: -0.293  max: 0.4055 avg: 0.07941
explanation: 
no explanation

17: 3220  label: -1 pred: -0.0489204 bl: -0.04235 POSS error_pred: 0.378714 error_bl: 0.181524 improvement: -0.197191
    min: -0.136  max: 0.356 avg: 0.117338
explanation: 
no explanation

