loading data...model 64: before 0.0700761/0.283085 after 0.146332/0.216632 test: before 0.0607073/0.263019 after 0/0.20305
model 7: before 0.06852/0.277055 after 0.105648/0.232473 test: before 0.0614199/0.263349 after 0/0.216878
model 88: before 0.068651/0.270509 after 0.104123/0.228096 test: before 0.0591516/0.259401 after 0/0.221112
model 71: before 0.0680365/0.284879 after 0.115142/0.230748 test: before 0.0598703/0.269299 after 0/0.218687
model 65: before 0.0689352/0.281864 after 0.133342/0.219356 test: before 0.0616854/0.263797 after 0/0.208284
model 140: before 0.0688745/0.272334 after 0.103815/0.229719 test: before 0.0589752/0.258833 after 0/0.221229
model 123: before 0.0668508/0.280827 after 0.0914656/0.244933 test: before 0.058983/0.262571 after 0/0.223497
model 150: before 0.0678839/0.284523 after 0.145695/0.204672 test: before 0.059984/0.269408 after 0/0.199813
model 167: before 0.0683845/0.269565 after 0.0966821/0.234754 test: before 0.0591601/0.253382 after 0/0.220818
model 81: before 0.0677772/0.284557 after 0.102139/0.239211 test: before 0.0605983/0.265917 after 0/0.225367
generating blend data
bag 315 of 500
bag 316 of 500
bag 317 of 500
bag 318 of 500
bag 319 of 500
bag 320 of 500
bag 321 of 500
bag 322 of 500
bag 323 of 500
bag 324 of 500
bag 325 of 500
bag 326 of 500
bag 327 of 500
bag 328 of 500
bag 329 of 500
bag 330 of 500
bag 331 of 500
bag 333 of 500
bag 332 of 500
bag 334 of 500
bag 335 of 500
bag 336 of 500
bag 337 of 500
bag 338 of 500
bag 339 of 500
bag 340 of 500
bag 341 of 500
bag 342 of 500
bag 343 of 500
bag 344 of 500
bag 345 of 500
bag 346 of 500
bag 347 of 500
bag 348 of 500
bag 349 of 500
bag 350 of 500
bag 351 of 500
bag 352 of 500
bag 353 of 500
bag 354 of 500
bag 355 of 500
bag 356 of 500
bag 357 of 500
bag 358 of 500
bag 359 of 500
bag 360 of 500
bag 361 of 500
bag 362 of 500
bag 363 of 500
bag 364 of 500
bag 365 of 500
bag 366 of 500
bag 367 of 500
bag 368 of 500
bag 369 of 500
bag 370 of 500
bag 371 of 500
bag 372 of 500
bag 373 of 500
bag 374 of 500
bag 375 of 500
bag 376 of 500
bag 377 of 500
bag 378 of 500
bag 379 of 500
bag 380 of 500
bag 381 of 500
bag 382 of 500
bag 383 of 500
bag 384 of 500
bag 385 of 500
bag 386 of 500
bag bag 387 of 500
388 of 500
bag 389 of 500
bag 390 of 500
bag 391 of 500
bag 392 of 500
bag 393 of 500
bag 394 of 500
bag 395 of 500
bag 396 of 500
bag 397 of 500
bag 398 of 500
bag 399 of 500
bag 400 of 500
bag 401 of 500
bag 402 of 500
bag 403 of 500
bag 404 of 500
bag 405 of 500
bag 406 of 500
bag 407 of 500
bag 408 of 500
bag 409 of 500
bag 410 of 500
bag 411 of 500
bag 412 of 500
bag 413 of 500
bag 414 of 500
bag 415 of 500
bag 416 of 500
bag 417 of 500
bag 418 of 500
bag 419 of 500
bag 420 of 500
bag 421 of 500
bag 422 of 500
bag 423 of 500
bag 424 of 500
bag 425 of 500
bag 426 of 500
bag 427 of 500
bag 428 of 500
bag 429 of 500
bag 430 of 500
bag 431 of 500
bag 432 of 500
bag 433 of 500
bag 434 of 500
bag 435 of 500
bag 436 of 500
bag 437 of 500
bag 438 of 500
bag 439 of 500
bag 440 of 500
bag 441 of 500
bag 442 of 500
bag 443 of 500
bag 444 of 500
bag 445 of 500
bag 446 of 500
bag 447 of 500
bag 448 of 500
bag 449 of 500
bag 450 of 500
bag 451 of 500
bag 452 of 500
bag 453 of 500
bag 454 of 500
bag 455 of 500
bag 456 of 500
bag 457 of 500
bag 458 of 500
bag 459 of 500
bag 460 of 500
bag 461 of 500
bag 462 of 500
bag 463 of 500
bag 464 of 500
bag 465 of 500
bag 466 of 500
bag 467 of 500
bag 468 of 500
bag 469 of 500
bag 470 of 500
bag 471 of 500
bag 472 of 500
bag 473 of 500
bag 474 of 500
bag 475 of 500
bag 476 of 500
bag 477 of 500
bag 478 of 500
bag 479 of 500
bag 480 of 500
bag 481 of 500
bag 482 of 500
bag 483 of 500
bag 484 of 500
bag 485 of 500
bag 486 of 500
bag 487 of 500
bag 488 of 500
bag 489 of 500
bag 490 of 500
bag 491 of 500
bag 492 of 500
bag 493 of 500
bag 494 of 500
bag 495 of 500
bag 496 of 500
bag 497 of 500
bag 498 of 500
bag 499 of 500
processing 3000 predictions...

0%   10   20   30   40   50   60   70   80   90   100%
|----|----|----|----|----|----|----|----|----|----|
***************************************************
 done.
elapsed: [82.94s cpu, 75253.0908 mticks, 28.16s wall]
score: 0.0584  baseline: 0.0597  diff: -0.00129
category UNKNOWN: count 0 avg error 0 baseline avg error 0 avg improvement 0
category AUTO: count 1792 avg error 0.0253967 baseline avg error 0.0277302 avg improvement 0.00233355
category POSS: count 1046 avg error 0.0802824 baseline avg error 0.080278 avg improvement -4.41282e-06
category IMP: count 162 avg error 0.281558 baseline avg error 0.279722 avg improvement -0.00183575
overall: count 3000 avg error 0.0583662 baseline avg error 0.0596595 avg improvement 0.00129324
worst entries: 
0: 1870  label: -1 pred: 2.89232 bl: 0.5544 IMP error_pred: 0.587302 error_bl: 0.377668 improvement: -0.209633
    min: 0.3515  max: 0.768 avg: 0.606623
explanation: 
    0.212391 0.49599999           S_auc_141_diff_from_int
    0.168789 0.86773354           S_auc_168_conf
    0.161123 0.87519038           S_auc_89_conf
    0.113649 0.5127452            S_auc_151_weighted
    0.108269 0.5127452            highest_chosen_weighted
    0.104699 0.87564349           S_auc_141_conf
    0.103512 0.51393259           S_auc_82_weighted
    0.101994 0.8395499            S_auc_124_conf
    0.100960 0.49250001           S_auc_89_diff_from_int
    0.090961 0.4844203            S_auc_124_weighted
    2.898833                      TOTAL


1: 1507  label: -1 pred: 3.05338 bl: 0.6162 IMP error_pred: 0.616311 error_bl: 0.463054 improvement: -0.153257
    min: 0.429  max: 0.898 avg: 0.618935
explanation: 
    0.183949 0.86938286           S_auc_168_conf
    0.168651 0.88120919           S_auc_89_conf
    0.139499 0.4975               S_auc_89_diff_from_int
    0.120422 0.57284075           S_auc_82_weighted
    0.119241 0.6109888            S_auc_151_weighted
    0.111411 0.42899999           min_model
    0.109960 0.87803441           S_auc_141_conf
    0.107561 0.53805101           S_auc_124_weighted
    0.106792 0.52553767           highest_chosen_weighted
    0.098198 0.52421099           avg_weighted
    3.059885                      TOTAL


2: 1092  label: 1 pred: -3.15074 bl: -0.11885 POSS error_pred: 0.670929 error_bl: 0.518329 improvement: -0.1526
    min: -1  max: 0.578 avg: -0.303208
explanation: 
   -0.164277 -0.41949999          S_auc_65_output
   -0.156435 -0.19248681          S_auc_65_weighted
   -0.154766 0.27590501           S_auc_72_conf
   -0.149272 0.28510991           S_auc_141_conf
   -0.143841 0.28068432           S_auc_89_conf
   -0.143030 -0.19248681          min_weighted
   -0.139059 0.30966029           chosen_conf_avg
   -0.106340 1.5780001            models_range
   -0.101252 -0.049892649         S_auc_8_weighted
   -0.101058 -0.41949999          highest_chosen_output
   -3.144231                      TOTAL


3: 1531  label: 1 pred: -1.07204 bl: 0.17945 POSS error_pred: 0.379369 error_bl: 0.239557 improvement: -0.139812
    min: -0.5455  max: 0.742 avg: 0.215822
explanation: 
   -0.136978 1.2874999            models_range
   -0.090801 0.45884734           S_auc_89_conf
   -0.085400 0.46192911           S_auc_141_conf
   -0.073249 0.23748815           S_auc_65_conf
   -0.073122 -0.063397758         S_auc_65_dev_from_mean
   -0.053781 0.23748815           chosen_conf_min
   -0.049830 0.49584413           S_auc_82_conf
   -0.047808 0.53634232           S_auc_124_conf
   -0.046038 3.5698817            models_std
    0.045151 -0.0024936255        min_weighted
   -1.065530                      TOTAL


4: 2250  label: 1 pred: -2.80399 bl: -0.0928 POSS error_pred: 0.622336 error_bl: 0.484228 improvement: -0.138107
    min: -0.6375  max: 0.3265 avg: -0.040315
explanation: 
   -0.164095 -0.31150001          S_auc_65_output
   -0.157405 0.42728546           S_auc_141_conf
   -0.150935 0.40773311           S_auc_72_conf
   -0.149956 -0.16622473          S_auc_65_weighted
   -0.147978 0.40511408           S_auc_89_conf
   -0.138152 -0.16622473          min_weighted
   -0.135633 0.41799802           chosen_conf_avg
   -0.098647 -0.11552364          S_auc_8_weighted
   -0.095593 -0.16622473          highest_chosen_weighted
   -0.092649 -0.31150001          highest_chosen_output
   -2.797476                      TOTAL


5: 1773  label: 1 pred: -2.49576 bl: -0.045 POSS error_pred: 0.578858 error_bl: 0.442455 improvement: -0.136402
    min: -0.5375  max: 0.3535 avg: -0.09664
explanation: 
   -0.155927 0.41397065           S_auc_141_conf
   -0.154113 0.41068715           S_auc_72_conf
   -0.146965 0.40316293           S_auc_89_conf
   -0.144255 -0.18054321          min_weighted
   -0.137091 0.4312157            chosen_conf_avg
   -0.131385 -0.26300001          S_auc_124_output
   -0.118165 -0.18054321          S_auc_8_weighted
   -0.101553 -0.31900001          highest_chosen_output
   -0.100765 -0.14218266          S_auc_124_weighted
   -0.098157 -0.18054321          highest_chosen_weighted
   -2.489255                      TOTAL


6: 99  label: -1 pred: 3.85573 bl: 0.80035 IMP error_pred: 0.858785 error_bl: 0.729611 improvement: -0.129174
    min: 0.599  max: 1 avg: 0.823115
explanation: 
    0.224571 0.77385664           S_auc_124_weighted
    0.219178 0.74599999           S_auc_168_output
    0.200962 0.69120204           S_auc_8_weighted
    0.177128 0.59760767           highest_chosen_weighted
    0.175955 0.86449999           S_auc_8_output
    0.146304 0.62859637           S_auc_168_weighted
    0.144756 0.986                S_auc_124_output
    0.138861 0.14354204           S_auc_124_dev_from_mean
    0.132975 0.66561055           S_auc_82_weighted
    0.127215 0.699                highest_chosen_output
    3.862236                      TOTAL


7: 1430  label: -1 pred: 2.55172 bl: 0.5584 IMP error_pred: 0.511768 error_bl: 0.385331 improvement: -0.126437
    min: 0.4275  max: 0.838 avg: 0.65181
explanation: 
    0.155722 0.87413293           S_auc_89_conf
    0.152928 0.85741425           S_auc_168_conf
    0.121098 0.42750001           min_model
    0.120056 0.56873548           S_auc_151_weighted
    0.113711 0.53008407           S_auc_82_weighted
    0.106854 0.87345243           S_auc_141_conf
    0.103794 0.50451922           S_auc_124_weighted
    0.102845 0.83946627           S_auc_124_conf
    0.099407 0.50476491           highest_chosen_weighted
    0.092889 0.60100001           S_auc_124_output
    2.558227                      TOTAL


8: 2961  label: 1 pred: -1.99399 bl: 0.0083 POSS error_pred: 0.505541 error_bl: 0.393862 improvement: -0.111679
    min: -0.62  max: 0.4345 avg: 0.0048525
explanation: 
   -0.146098 0.41792366           S_auc_72_conf
   -0.142512 0.40641671           chosen_conf_avg
   -0.121821 0.44408429           S_auc_141_conf
   -0.113790 0.44183132           S_auc_89_conf
   -0.098340 -0.041283824         S_auc_8_weighted
   -0.080083 -0.033601765         S_auc_65_weighted
   -0.078420 -0.0995              S_auc_65_output
   -0.071774 0.45849565           chosen_conf_max
   -0.069521 -0.093500003         S_auc_8_output
   -0.068416 0.35235408           S_auc_66_conf
   -1.987485                      TOTAL


9: 2507  label: 1 pred: -3.68565 bl: -0.2767 POSS error_pred: 0.774084 error_bl: 0.674339 improvement: -0.0997443
    min: -0.9835  max: 0.402 avg: -0.28284
explanation: 
   -0.250175 -0.28783891          S_auc_151_weighted
   -0.210963 -0.47999999          S_auc_82_output
   -0.171900 -0.24675189          S_auc_82_weighted
   -0.150958 -0.48100001          S_auc_151_output
   -0.149263 -0.33000001          S_auc_65_output
   -0.126691 -0.28783891          min_weighted
   -0.125524 0.42046136           chosen_conf_avg
   -0.122242 0.30016655           S_auc_141_conf
   -0.114250 0.29397896           S_auc_89_conf
   -0.111228 -0.13537319          S_auc_65_weighted
   -3.679138                      TOTAL


10: 289  label: 1 pred: -3.55288 bl: -0.24395 POSS error_pred: 0.747656 error_bl: 0.648764 improvement: -0.0988917
    min: -0.691  max: 0.0205 avg: -0.243475
explanation: 
   -0.252134 -0.27281219          S_auc_151_weighted
   -0.212711 -0.2485              S_auc_82_output
   -0.161176 -0.28911072          S_auc_72_weighted
   -0.147250 -0.12920189          S_auc_82_weighted
   -0.146123 -0.40349999          S_auc_151_output
   -0.129490 0.020500001          max_model
   -0.126972 -0.28911072          min_weighted
   -0.120875 -0.19233395          S_auc_8_weighted
   -0.118990 -0.13998635          S_auc_65_weighted
   -0.118345 0.38130316           S_auc_141_conf
   -3.546369                      TOTAL


11: 1646  label: 1 pred: 0.216413 bl: 0.48685 POSS error_pred: 0.14919 error_bl: 0.0520034 improvement: -0.0971867
    min: -0.3705  max: 0.935 avg: 0.504232
explanation: 
   -0.134439 1.3055               models_range
    0.070597 0.49599999           S_auc_72_diff_from_int
    0.064587 0.36998114           S_auc_8_weighted
    0.054434 0.37850001           S_auc_124_output
   -0.053590 0.65266502           S_auc_124_conf
   -0.050889 -0.3705              min_model
    0.049853 0.48684999           avg_model_chosen
   -0.049263 -0.3705              models_min
    0.047911 0.4863494            weighted_avg
    0.045495 0.51749998           S_auc_8_output
    0.222922                      TOTAL


12: 2005  label: -1 pred: 1.72853 bl: 0.46985 IMP error_pred: 0.368363 error_bl: 0.271483 improvement: -0.0968801
    min: 0.3275  max: 0.6315 avg: 0.47468
explanation: 
    0.111041 0.83859158           S_auc_124_conf
    0.103869 0.85626101           S_auc_8_conf
    0.096529 0.099491537          S_auc_65_dev_from_mean
    0.086810 0.85854232           S_auc_89_conf
    0.084701 0.85106814           S_auc_168_conf
    0.069738 0.41828349           S_auc_8_weighted
    0.065605 0.75202358           models_std
    0.064874 0.32749999           min_model
    0.064490 0.49949008           S_auc_65_weighted
    0.064373 0.87020457           chosen_conf_avg
    1.735040                      TOTAL


13: 2568  label: -1 pred: 0.859463 bl: 0.3432 IMP error_pred: 0.234811 error_bl: 0.143952 improvement: -0.0908593
    min: 0.26  max: 0.4965 avg: 0.376567
explanation: 
    0.070975 0.62578773           models_std
    0.067332 0.23649999           models_range
    0.054501 0.29116827           S_auc_124_weighted
    0.053477 0.26705283           S_auc_8_weighted
    0.041669 0.25999999           min_model
    0.040505 0.33399999           S_auc_8_output
    0.039932 0.82321233           chosen_conf_avg
    0.038764 0.36250001           S_auc_124_output
    0.035368 0.80939388           S_auc_82_conf
    0.034411 0.80322284           S_auc_124_conf
    0.865972                      TOTAL


14: 2366  label: -1 pred: 2.62541 bl: 0.5951 IMP error_pred: 0.527641 error_bl: 0.438424 improvement: -0.0892173
    min: 0.4025  max: 0.7505 avg: 0.574608
explanation: 
    0.160389 0.85918874           S_auc_168_conf
    0.119943 0.56937724           S_auc_151_weighted
    0.114471 0.53882384           S_auc_82_weighted
    0.106131 0.5293684            S_auc_8_weighted
    0.101896 0.51881295           highest_chosen_weighted
    0.100739 0.86084998           S_auc_89_conf
    0.100455 0.51267749           avg_weighted
    0.087753 0.4025               min_model
    0.084287 0.57450002           highest_chosen_output
    0.078226 0.84857875           S_auc_124_conf
    2.631918                      TOTAL


15: 1023  label: -1 pred: 3.18503 bl: 0.6746 IMP error_pred: 0.640394 error_bl: 0.551724 improvement: -0.08867
    min: 0.4315  max: 0.856 avg: 0.642913
explanation: 
    0.215496 0.71499997           S_auc_168_output
    0.137554 0.5905757            S_auc_168_weighted
    0.115351 0.43149999           min_model
    0.113477 0.58339828           S_auc_89_weighted
    0.110093 0.51116723           S_auc_151_weighted
    0.110041 0.55848747           S_auc_8_weighted
    0.108871 0.69400001           S_auc_141_output
    0.107138 0.54802388           S_auc_124_weighted
    0.101927 0.7015               S_auc_89_output
    0.100398 0.57852173           S_auc_141_weighted
    3.191537                      TOTAL


16: 1569  label: 1 pred: -1.80278 bl: 0.01255 POSS error_pred: 0.473998 error_bl: 0.390452 improvement: -0.0835465
    min: -0.551  max: 0.2925 avg: 0.0059775
explanation: 
   -0.147254 0.42531276           chosen_conf_avg
   -0.140108 0.42414311           S_auc_72_conf
   -0.117258 0.43943053           S_auc_89_conf
   -0.110395 0.45272374           S_auc_141_conf
   -0.086037 -0.003696244         S_auc_8_weighted
   -0.069750 0.48714855           chosen_conf_max
   -0.066128 0.35579574           S_auc_66_conf
   -0.064655 -0.057               S_auc_65_output
   -0.063335 -0.020203894         S_auc_65_weighted
   -0.060040 -0.0085000005        S_auc_8_output
   -1.796269                      TOTAL


17: 745  label: 1 pred: -3.44343 bl: -0.2459 POSS error_pred: 0.728048 error_bl: 0.648764 improvement: -0.0792838
    min: -0.9205  max: 0.1465 avg: -0.37136
explanation: 
   -0.247824 -0.17424318          S_auc_151_weighted
   -0.217685 -0.32699999          S_auc_82_output
   -0.167913 -0.15907785          S_auc_82_weighted
   -0.154985 -0.32449999          S_auc_65_output
   -0.149323 -0.32699999          S_auc_151_output
   -0.132224 -0.1552266           S_auc_65_weighted
   -0.127453 -0.17424318          min_weighted
   -0.117562 0.3941254            S_auc_141_conf
   -0.111395 -0.24250001          S_auc_124_output
   -0.110608 0.3897377            S_auc_89_conf
   -3.436922                      TOTAL


18: 2165  label: 1 pred: -1.16027 bl: 0.0904 POSS error_pred: 0.387042 error_bl: 0.30861 improvement: -0.0784314
    min: -0.409  max: 0.7485 avg: 0.165025
explanation: 
   -0.091821 0.4409706            chosen_conf_avg
   -0.087117 0.0082089538         S_auc_8_weighted
   -0.073282 0.27541041           S_auc_65_conf
   -0.066019 -0.052404869         S_auc_65_dev_from_mean
   -0.059135 1.1575               models_range
   -0.059045 0.0185               S_auc_8_output
   -0.051071 0.27541041           chosen_conf_min
    0.046773 0                    min_weighted
   -0.045602 0.44372723           S_auc_8_conf
   -0.043690 -0.40900001          min_model
   -1.153758                      TOTAL


19: 2426  label: 1 pred: -3.97448 bl: -0.36255 IMP error_pred: 0.820972 error_bl: 0.749361 improvement: -0.0716112
    min: -0.5505  max: -0.072 avg: -0.321553
explanation: 
   -0.357030 -0.071999997         max_model
   -0.249723 -0.071999997         models_max
   -0.247744 -0.21693113          S_auc_151_weighted
   -0.205575 -0.3265              S_auc_82_output
   -0.184323 -0.19916251          S_auc_124_weighted
   -0.170297 -0.32766974          S_auc_65_weighted
   -0.164893 -0.19338839          S_auc_82_weighted
   -0.159431 -0.30142939          S_auc_72_weighted
   -0.153253 -0.442               S_auc_65_output
   -0.142130 -0.32800001          S_auc_151_output
   -3.967968                      TOTAL


20: 2152  label: 1 pred: -1.4188 bl: 0.058 POSS error_pred: 0.41688 error_bl: 0.345269 improvement: -0.0716112
    min: -0.4425  max: 0.4665 avg: 0.145083
explanation: 
   -0.128154 0.44899771           S_auc_141_conf
   -0.106721 0.44680101           S_auc_89_conf
   -0.096503 -0.039836589         S_auc_8_weighted
   -0.092734 -0.090000004         S_auc_124_output
   -0.082915 -0.045508076         S_auc_124_weighted
   -0.072128 0.50564528           chosen_conf_max
   -0.070063 -0.082500003         S_auc_8_output
   -0.058017 0.44834387           S_auc_72_conf
   -0.044228 0.50564528           S_auc_124_conf
   -0.043382 0.024694873          S_auc_141_weighted
   -1.412287                      TOTAL


21: 2417  label: 1 pred: -2.59826 bl: -0.12085 POSS error_pred: 0.591645 error_bl: 0.521739 improvement: -0.0699062
    min: -0.7555  max: 0.1615 avg: -0.17202
explanation: 
   -0.184237 -0.2005              S_auc_82_output
   -0.146249 0.39379677           S_auc_141_conf
   -0.128432 0.42221746           chosen_conf_avg
   -0.127173 0.38935351           S_auc_89_conf
   -0.121785 -0.1435              S_auc_65_output
   -0.100287 -0.047498476         S_auc_8_weighted
   -0.090705 -0.098781586         S_auc_82_weighted
   -0.090404 -0.113               S_auc_124_output
   -0.083262 -0.054179288         S_auc_65_weighted
   -0.080320 -0.053340767         S_auc_124_weighted
   -2.591746                      TOTAL


22: 2010  label: -1 pred: 2.87735 bl: 0.64855 IMP error_pred: 0.584018 error_bl: 0.515326 improvement: -0.0686918
    min: 0.4225  max: 0.7675 avg: 0.59126
explanation: 
    0.140265 0.86358082           S_auc_89_conf
    0.127558 0.5403806            highest_chosen_weighted
    0.114286 0.42250001           min_model
    0.112885 0.56159317           S_auc_124_weighted
    0.111530 0.59056944           S_auc_82_weighted
    0.107863 0.55456764           S_auc_8_weighted
    0.106382 0.64006042           S_auc_151_weighted
    0.103514 0.86476874           S_auc_141_conf
    0.095634 0.55058128           avg_weighted
    0.093202 0.68199998           S_auc_124_output
    2.883861                      TOTAL


23: 1594  label: 1 pred: -0.475142 bl: 0.21765 POSS error_pred: 0.275362 error_bl: 0.207161 improvement: -0.0682012
    min: -0.16  max: 0.57 avg: 0.196675
explanation: 
   -0.090384 -0.12237579          S_auc_65_dev_from_mean
   -0.086602 0.018939802          S_auc_8_weighted
   -0.062237 0.035                S_auc_8_output
   -0.049821 0.04377738           S_auc_124_weighted
   -0.048101 -0.014500629         S_auc_65_weighted
   -0.047212 0.58369839           S_auc_124_conf
   -0.042516 -0.034499999         S_auc_65_output
    0.041504 0.486                S_auc_141_output
   -0.035368 -0.064410396         S_auc_124_dev_from_mean
   -0.028386 0.54113722           S_auc_8_conf
   -0.468633                      TOTAL


